id,type,prompt,tokens,answers,is_hard,comment
1555,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": true}, {""text"": ""я"", ""isBlank"": false}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5636, ""text"": ""ъ"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1555}, {""id"": 5637, ""text"": ""ь"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1555}]",False,"В середине слова (не на стыке приставки и корня) перед гласными ""ю/я/ё/е/и"" пишется мягкий знак "
1556,gapFillLetter,,"[{""text"": ""о"", ""isBlank"": false}, {""text"": ""б"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""з"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": true}, {""text"": ""я"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 5639, ""text"": ""ь"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1556}, {""id"": 5638, ""text"": ""ъ"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1556}]",False,"В середине слова (не на стыке приставки и корня) перед гласными ""ю/я/ё/е/и"" пишется мягкий знак "
1557,gapFillLetter,,"[{""text"": ""б"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": true}, {""text"": ""я"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}]","[{""id"": 5641, ""text"": ""ъ"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1557}, {""id"": 5640, ""text"": ""ь"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1557}]",False,"В середине слова (не на стыке приставки и корня) перед гласными ""ю/я/ё/е/и"" пишется мягкий знак "
1558,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": true}, {""text"": ""я"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}]","[{""id"": 5642, ""text"": ""ъ"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1558}, {""id"": 5643, ""text"": ""ь"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1558}]",False,"В середине слова (не на стыке приставки и корня) перед гласными ""ю/я/ё/е/и"" пишется мягкий знак "
1559,gapFillLetter,,"[{""text"": ""о"", ""isBlank"": false}, {""text"": ""б"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""з"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": true}, {""text"": ""я"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5644, ""text"": ""ъ"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1559}, {""id"": 5645, ""text"": ""ь"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1559}]",False,"В середине слова (не на стыке приставки и корня) перед гласными ""ю/я/ё/е/и"" пишется мягкий знак "
1560,gapFillLetter,,"[{""text"": ""о"", ""isBlank"": false}, {""text"": ""б"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""з"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": true}, {""text"": ""я"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}]","[{""id"": 5647, ""text"": ""ъ"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1560}, {""id"": 5646, ""text"": ""ь"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1560}]",False,"В середине слова (не на стыке приставки и корня) перед гласными ""ю/я/ё/е/и"" пишется мягкий знак "
1561,gapFillLetter,,"[{""text"": ""д"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}, {""text"": ""х"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""г"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5649, ""text"": ""ы"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1561}, {""id"": 5648, ""text"": ""е"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1561}, {""id"": 5650, ""text"": ""и"", ""isCorrect"": true, ""index"": 3, ""task_id"": 1561}]",False,"В сложных словах с первой частью числительным (""двух"", ""трех"", ...) буква ""и"" сохраняется"
1562,gapFillLetter,,"[{""text"": ""д"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}, {""text"": ""х"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""з"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5653, ""text"": ""е"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1562}, {""id"": 5652, ""text"": ""и"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1562}, {""id"": 5651, ""text"": ""ы"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1562}]",False,"В сложных словах с первой частью числительным (""двух"", ""трех"", ...) буква ""и"" сохраняется"
1563,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""м"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}, {""text"": ""щ"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}]","[{""id"": 5655, ""text"": ""и"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1563}, {""id"": 5654, ""text"": ""е"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1563}, {""id"": 5656, ""text"": ""ы"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1563}]",False,"Приставка ""пре"" в значении  ""очень"""
1564,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""я"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 5657, ""text"": ""ы"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1564}, {""id"": 5659, ""text"": ""и"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1564}, {""id"": 5658, ""text"": ""е"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1564}]",False,"Приставка ""пре""  в значении ""пере"""
1565,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": true}, {""text"": ""з"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5660, ""text"": ""о"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1565}, {""id"": 5661, ""text"": ""а"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1565}, {""id"": 5662, ""text"": ""е"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1565}]",False,"Слово не имеет значения ""древность"", значит пишется приставкаа ""про"""
1566,gapFillLetter,,"[{""text"": ""б"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""з"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""ц"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}]","[{""id"": 5664, ""text"": ""з"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1566}, {""id"": 5663, ""text"": ""с"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1566}]",False,"приставка ""без"". После стоит звонкий согласный звук, значит пишется ""з"""
1567,gapFillLetter,,"[{""text"": ""б"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""з"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""з"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5665, ""text"": ""с"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1567}, {""id"": 5666, ""text"": ""з"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1567}]",False,"приставка ""без"". После стоит звонкий согласный звук, значит пишется ""з"""
1568,gapFillLetter,,"[{""text"": ""б"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""з"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5667, ""text"": ""з"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1568}, {""id"": 5668, ""text"": ""с"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1568}]",False,"приставка ""без"". После стоит звонкий согласный звук, значит пишется ""з"""
1569,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5669, ""text"": ""ы"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1569}, {""id"": 5670, ""text"": ""и"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1569}, {""id"": 5671, ""text"": ""е"", ""isCorrect"": true, ""index"": 3, ""task_id"": 1569}]",False,Необходимо  запомнить
1570,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""ш"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 5672, ""text"": ""е"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1570}, {""id"": 5674, ""text"": ""и"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1570}, {""id"": 5673, ""text"": ""ы"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1570}]",False,"Приставка ""пре"" в  значении ""пере"""
1571,gapFillLetter,,"[{""text"": ""ф"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""ъ"", ""isBlank"": true}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""г"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 5675, ""text"": ""ъ"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1571}, {""id"": 5676, ""text"": ""ь"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1571}]",False,Написание нужно запомнить!
1572,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": true}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 5677, ""text"": ""о"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1572}, {""id"": 5678, ""text"": ""е"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1572}, {""id"": 5679, ""text"": ""а"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1572}]",False,написание нужно запомнить
1573,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": true}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 5682, ""text"": ""е"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1573}, {""id"": 5681, ""text"": ""а"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1573}, {""id"": 5680, ""text"": ""о"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1573}]",False,написание нужно запомнить
1574,gapFillLetter,,"[{""text"": ""н"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": true}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""б"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 5683, ""text"": ""з"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1574}, {""id"": 5684, ""text"": ""с"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1574}]",False,"Слово образовано с помощью двух приставок ""не"" и ""с"", приставки ""з"" не существует"
1575,gapFillLetter,,"[{""text"": ""б"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": true}, {""text"": ""ш"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}, {""text"": ""м"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5686, ""text"": ""з"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1575}, {""id"": 5685, ""text"": ""с"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1575}]",False,"приставка ""бес"". После стоит глухой согласный звук, значит пишется буква ""с"""
1576,gapFillLetter,,"[{""text"": ""б"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": true}, {""text"": ""ш"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5688, ""text"": ""с"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1576}, {""id"": 5687, ""text"": ""з"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1576}]",False,"приставка ""бес"". После стоит глухой согласный звук, значит пишется буква ""с"""
1577,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""м"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5690, ""text"": ""е"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1577}, {""id"": 5689, ""text"": ""ы"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1577}, {""id"": 5691, ""text"": ""и"", ""isCorrect"": true, ""index"": 3, ""task_id"": 1577}]",False,Запомнить!
1578,gapFillLetter,,"[{""text"": ""р"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": true}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}]","[{""id"": 5692, ""text"": ""а"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1578}, {""id"": 5693, ""text"": ""о"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1578}]",False,"В безударном положении в приставках ""раз"" и ""рас""  пишется буква ""а"""
1579,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ф"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5694, ""text"": ""и"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1579}, {""id"": 5695, ""text"": ""ы"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1579}, {""id"": 5696, ""text"": ""е"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1579}]",False,"Приставка ""пост"" - иноязычная, значит буква ""и"" сохраняется"
1580,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ф"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""ц"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5699, ""text"": ""и"", ""isCorrect"": true, ""index"": 3, ""task_id"": 1580}, {""id"": 5698, ""text"": ""е"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1580}, {""id"": 5697, ""text"": ""ы"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1580}]",False,"Приставка ""пост"" - иноязычная, значит буква ""и"" сохраняется"
1581,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""м"", ""isBlank"": false}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""з"", ""isBlank"": false}, {""text"": ""м"", ""isBlank"": false}]","[{""id"": 5700, ""text"": ""ы"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1581}, {""id"": 5701, ""text"": ""и"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1581}, {""id"": 5702, ""text"": ""е"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1581}]",False,"Приставка ""пост"" - иноязычная, значит буква ""и"" сохраняется"
1582,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5705, ""text"": ""ы"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1582}, {""id"": 5703, ""text"": ""е"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1582}, {""id"": 5704, ""text"": ""и"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1582}]",False,"Приставка ""пост"" - иноязычная, значит буква ""и"" сохраняется"
1583,gapFillLetter,(царский) {task_text},"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}]","[{""id"": 5706, ""text"": ""ы"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1583}, {""id"": 5708, ""text"": ""е"", ""isCorrect"": true, ""index"": 3, ""task_id"": 1583}, {""id"": 5707, ""text"": ""и"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1583}]",False,"Пишется буква ""е"", запомнить"
1584,gapFillLetter,{task_text} (спящим),"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""я"", ""isBlank"": false}]","[{""id"": 5710, ""text"": ""е"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1584}, {""id"": 5709, ""text"": ""ы"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1584}, {""id"": 5711, ""text"": ""и"", ""isCorrect"": true, ""index"": 3, ""task_id"": 1584}]",False,"Приставка ""при"",  запомнить"
1585,gapFillLetter,{task_text} (спящим),"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""я"", ""isBlank"": false}]","[{""id"": 5713, ""text"": ""и"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1585}, {""id"": 5712, ""text"": ""е"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1585}, {""id"": 5714, ""text"": ""ы"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1585}]",False,"Приставка ""при"",  запомнить"
1586,gapFillLetter,,"[{""text"": ""н"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": true}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 5715, ""text"": ""о"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1586}, {""id"": 5716, ""text"": ""а"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1586}, {""id"": 5717, ""text"": ""е"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1586}]",False,"Приставка ""надо"",  приставки ""нада"" не существует"
1587,gapFillLetter,{task_text} (должное),"[{""text"": ""в"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": true}, {""text"": ""з"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 5720, ""text"": ""е"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1587}, {""id"": 5719, ""text"": ""а"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1587}, {""id"": 5718, ""text"": ""о"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1587}]",False,"приставка ""воз"", пишется буква ""о"". Приставки ""ваз"" не существует"
1588,gapFillLetter,,"[{""text"": ""д"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": true}, {""text"": ""б"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}]","[{""id"": 5722, ""text"": ""з"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1588}, {""id"": 5721, ""text"": ""с"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1588}]",False,"приставка ""дис"". Пишется через ""с"", так как следующая буква – согласная (ВНИМАНИЕ: не зависит от глухости или звонкости, зависит от согласности)"
